,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address_id,address.address,address.address2,address.district,address.city_id,address.postal_code,address.phone,address.last_update,category.category_id,category.name,category.last_update,city.city_id,city.city,city.country_id,city.last_update,customer.customer_id,customer.store_id,customer.first_name,customer.last_name,customer.email,customer.address_id,customer.active,customer.create_date,customer.last_update,film.film_id,film.title,film.description,film.release_year,film.language_id,film.original_language_id,film.rental_duration,film.rental_rate,film.length,film.replacement_cost,film.rating,film.special_features,film.last_update,film_category.film_id,film_category.category_id,film_category.last_update,inventory.inventory_id,inventory.film_id,inventory.store_id,inventory.last_update,language.language_id,language.name,language.last_update,payment.payment_id,payment.customer_id,payment.staff_id,payment.rental_id,payment.amount,payment.payment_date,payment.last_update,rental.rental_id,rental.rental_date,rental.inventory_id,rental.customer_id,rental.return_date,rental.staff_id,rental.last_update,staff.staff_id,staff.first_name,staff.last_name,staff.address_id,staff.picture,staff.email,staff.store_id,staff.active,staff.username,staff.password,staff.last_update,store.store_id,store.manager_staff_id,store.address_id,store.last_update
rental.last_update,0.040904,0.024016,0.026709,0.036558,0.030231,0.021613,0.031759,0.021521,0.024150,0.027357,0.031453,0.021223,0.046089,0.048981,0.034613,0.032311,0.018999,0.021946,0.026425,0.057862,0.047927,0.044534,0.042751,0.038631,0.046795,0.056506,0.045588,0.045533,0.059941,0.054465,0.064185,0.052154,0.048320,0.058047,0.057222,0.062514,0.045856,0.041969,0.048150,0.060925,0.047792,0.063801,0.058865,0.047576,0.088103,0.072983,0.066547,0.072851,0.039126,0.032609,0.030437,0.053210,0.047206,0.048208,0.059578,0.049756,0.043537,0.042826,0.064972,0.057325,0.064521,0.047485,0.055366,0.051691,1.000000,0.033252,0.027442,0.026149,0.030616,0.034008,0.024872,0.029708,0.037452,0.032466,0.028712,0.028120,0.032573,0.034549,0.028721,0.037385
staff.staff_id,0.040663,0.029887,0.026377,0.031520,0.051198,0.036603,0.053785,0.036447,0.040899,0.046330,0.053266,0.035942,0.051612,0.047077,0.032798,0.041437,0.030041,0.037166,0.030605,0.097991,0.081167,0.075420,0.072400,0.065423,0.079250,0.095696,0.077206,0.077112,0.044902,0.040800,0.048082,0.039069,0.036197,0.043484,0.042997,0.039904,0.039064,0.033872,0.036069,0.045639,0.036612,0.054090,0.057390,0.038590,0.067492,0.055909,0.050979,0.055808,0.037090,0.032393,0.028945,0.049235,0.076966,0.053498,0.047473,0.050040,0.036277,0.037887,0.051437,0.036469,0.049426,0.075749,0.036422,0.055981,0.033252,1.000000,0.046474,0.044285,0.051850,0.055450,0.042121,0.050312,0.063427,0.054983,0.048625,0.043517,0.054344,0.058510,0.048641,0.053190
staff.first_name,0.033558,0.024665,0.021768,0.026013,0.042252,0.030207,0.044387,0.030078,0.033753,0.038235,0.043959,0.029662,0.033342,0.029069,0.026638,0.034197,0.024792,0.030672,0.025257,0.080869,0.066984,0.062242,0.059749,0.053992,0.065402,0.078975,0.063715,0.063638,0.029300,0.021740,0.025619,0.027871,0.025774,0.023428,0.035484,0.032931,0.032238,0.027954,0.026813,0.025494,0.021907,0.030320,0.030675,0.026816,0.038732,0.032324,0.036314,0.030304,0.030609,0.026732,0.023887,0.040632,0.063518,0.044150,0.039178,0.041297,0.029938,0.031267,0.042450,0.030097,0.039289,0.062513,0.030058,0.046199,0.027442,0.046474,1.000000,0.036547,0.042790,0.045761,0.034761,0.041521,0.052344,0.045375,0.040129,0.035913,0.044848,0.048286,0.040142,0.043896
staff.last_name,0.031977,0.023503,0.020742,0.024787,0.040261,0.028784,0.042296,0.028661,0.032163,0.036433,0.041888,0.028265,0.031771,0.027699,0.025383,0.032586,0.023624,0.029227,0.024067,0.077059,0.063828,0.059309,0.056934,0.051448,0.062321,0.075254,0.060714,0.060640,0.027920,0.020872,0.024597,0.026558,0.024560,0.022324,0.033813,0.031380,0.030719,0.026637,0.025550,0.024292,0.021526,0.028892,0.029230,0.025552,0.039682,0.032872,0.034603,0.032812,0.029167,0.025473,0.022762,0.038717,0.060525,0.042070,0.037332,0.039351,0.028528,0.029794,0.040450,0.028679,0.037438,0.059568,0.028642,0.044023,0.026149,0.044285,0.036547,1.000000,0.040774,0.043605,0.033124,0.039564,0.049878,0.043238,0.038238,0.034221,0.042735,0.046011,0.038251,0.041828
staff.address_id,0.037439,0.027518,0.024285,0.029021,0.047139,0.033701,0.049521,0.033557,0.037657,0.042657,0.049044,0.033093,0.053967,0.049225,0.034294,0.038152,0.027660,0.034219,0.028178,0.090223,0.074732,0.069441,0.066660,0.060237,0.072967,0.088109,0.071085,0.070999,0.034388,0.026919,0.036977,0.031095,0.029616,0.038952,0.039589,0.036740,0.035967,0.031187,0.034381,0.029475,0.027784,0.056557,0.060008,0.040350,0.051219,0.042429,0.040514,0.042352,0.034150,0.029825,0.026650,0.045331,0.070865,0.049257,0.043709,0.046073,0.033401,0.034883,0.047360,0.033578,0.043833,0.069744,0.033534,0.051543,0.030616,0.051850,0.042790,0.040774,1.000000,0.051054,0.038782,0.046323,0.058399,0.050624,0.044770,0.040067,0.050036,0.053871,0.044785,0.048973
staff.picture,0.048772,0.029428,0.031846,0.033660,0.050412,0.036042,0.052960,0.035888,0.040272,0.045619,0.052449,0.035391,0.056699,0.058402,0.041270,0.040801,0.029580,0.036595,0.030135,0.096487,0.079921,0.074262,0.071289,0.064419,0.078034,0.094227,0.076021,0.075929,0.071470,0.064941,0.076530,0.062185,0.057614,0.069212,0.056049,0.051185,0.052536,0.050041,0.057411,0.072643,0.048363,0.076073,0.070187,0.056727,0.080986,0.067087,0.061171,0.066965,0.046651,0.038881,0.035152,0.048479,0.075785,0.052677,0.046744,0.049272,0.035720,0.037306,0.050653,0.036125,0.059308,0.074586,0.039400,0.055122,0.034008,0.055450,0.045761,0.043605,0.051054,1.000000,0.041475,0.049540,0.062454,0.054139,0.047879,0.042849,0.053510,0.057612,0.047895,0.052373
staff.email,0.030415,0.022355,0.019729,0.023576,0.038294,0.027378,0.040230,0.027261,0.030591,0.034653,0.039842,0.026884,0.030219,0.026346,0.024143,0.030994,0.022470,0.027799,0.022891,0.073295,0.060710,0.056412,0.054153,0.048935,0.059277,0.071578,0.057748,0.057678,0.026556,0.017385,0.022498,0.025260,0.023360,0.021234,0.032161,0.029847,0.029219,0.025335,0.024302,0.023106,0.019855,0.027480,0.027802,0.024304,0.035104,0.029297,0.032913,0.027317,0.027742,0.024229,0.021650,0.036826,0.057569,0.040015,0.035508,0.037429,0.027134,0.028338,0.038474,0.027278,0.035609,0.056658,0.027242,0.041872,0.024872,0.042121,0.034761,0.033124,0.038782,0.041475,1.000000,0.037632,0.047442,0.041125,0.036370,0.032549,0.040648,0.043764,0.036382,0.039784
staff.store_id,0.036329,0.026701,0.023565,0.028160,0.045741,0.032702,0.048052,0.032562,0.036540,0.041392,0.047589,0.032111,0.049952,0.045563,0.031743,0.037020,0.026839,0.033204,0.027343,0.087547,0.072515,0.067381,0.064683,0.058450,0.070803,0.085496,0.068977,0.068893,0.035465,0.032225,0.037976,0.030857,0.028589,0.036055,0.038414,0.035650,0.034900,0.030262,0.031823,0.036047,0.030242,0.052350,0.055544,0.037349,0.055750,0.046182,0.042109,0.046098,0.033137,0.028940,0.025860,0.043987,0.068763,0.047796,0.042413,0.044707,0.032410,0.033849,0.045955,0.032582,0.042533,0.067675,0.032540,0.050014,0.029708,0.050312,0.041521,0.039564,0.046323,0.049540,0.037632,1.000000,0.056667,0.049122,0.043442,0.038878,0.048552,0.052273,0.043457,0.047520
staff.active,0.045799,0.033662,0.029708,0.035569,0.057664,0.041227,0.060579,0.041050,0.046065,0.052182,0.059994,0.040482,0.045505,0.040617,0.036356,0.046671,0.033836,0.041860,0.034470,0.110368,0.091419,0.084946,0.081545,0.073687,0.089260,0.107783,0.086958,0.086852,0.052156,0.043331,0.051064,0.044657,0.040212,0.046181,0.048428,0.045690,0.044615,0.039845,0.038307,0.049330,0.046500,0.050758,0.049515,0.039404,0.085720,0.071009,0.064747,0.070880,0.041775,0.036484,0.032601,0.055453,0.086688,0.060255,0.053469,0.056361,0.040859,0.042673,0.057935,0.041898,0.062775,0.085317,0.041022,0.063052,0.037452,0.063427,0.052344,0.049878,0.058399,0.062454,0.047442,0.056667,1.000000,0.061927,0.054767,0.049013,0.061208,0.065900,0.054785,0.059908
staff.username,0.039701,0.029180,0.025753,0.030775,0.049987,0.035738,0.052513,0.035585,0.039932,0.045235,0.052007,0.035093,0.039447,0.034391,0.031515,0.040457,0.029331,0.036287,0.029881,0.095674,0.079248,0.073637,0.070688,0.063876,0.077376,0.093433,0.075380,0.075289,0.034664,0.022693,0.029368,0.032973,0.030493,0.027717,0.041981,0.038960,0.038140,0.033071,0.031722,0.030161,0.025917,0.035871,0.036291,0.031725,0.045823,0.038242,0.042962,0.035658,0.036213,0.031627,0.028260,0.048070,0.075147,0.052233,0.046350,0.048857,0.035419,0.036991,0.050221,0.035607,0.046481,0.073958,0.035561,0.054657,0.032466,0.054983,0.045375,0.043238,0.050624,0.054139,0.041125,0.049122,0.061927,1.000000,0.047475,0.042488,0.053059,0.057126,0.047491,0.051932
staff.password,0.035111,0.025806,0.022775,0.027217,0.044207,0.031606,0.046442,0.031471,0.035315,0.040004,0.045994,0.031035,0.034885,0.030414,0.027871,0.035779,0.025940,0.032091,0.026426,0.084612,0.070084,0.065122,0.062515,0.056490,0.068429,0.082630,0.066664,0.066583,0.030656,0.026688,0.031450,0.029161,0.026967,0.028443,0.037127,0.034455,0.033730,0.029247,0.028054,0.029853,0.025136,0.031724,0.032095,0.028057,0.046337,0.038385,0.037995,0.038315,0.032026,0.027970,0.024993,0.042512,0.066458,0.046193,0.040991,0.043208,0.031324,0.032714,0.044414,0.031490,0.041107,0.065406,0.031449,0.048337,0.028712,0.048625,0.040129,0.038238,0.044770,0.047879,0.036370,0.043442,0.054767,0.047475,1.000000,0.037575,0.046924,0.050521,0.042000,0.045927
staff.last_update,0.031422,0.023095,0.020382,0.029106,0.039563,0.028285,0.041562,0.028164,0.031605,0.035801,0.041162,0.027774,0.031220,0.027219,0.026795,0.032021,0.023214,0.028720,0.023650,0.075723,0.062722,0.058281,0.055947,0.050556,0.061240,0.073949,0.059661,0.059588,0.042679,0.030985,0.039701,0.036542,0.032905,0.036834,0.037656,0.030836,0.036508,0.032605,0.029745,0.040366,0.038050,0.034809,0.031109,0.032244,0.070144,0.058106,0.052982,0.058000,0.028661,0.025031,0.024232,0.038046,0.059476,0.041340,0.036684,0.038669,0.028033,0.029277,0.039748,0.028182,0.051368,0.058535,0.028145,0.043259,0.028120,0.043517,0.035913,0.034221,0.040067,0.042849,0.032549,0.038878,0.049013,0.042488,0.037575,1.000000,0.041994,0.045213,0.037587,0.041102
store.store_id,0.041001,0.028841,0.026772,0.033715,0.049406,0.035323,0.051904,0.035172,0.039468,0.044709,0.051403,0.034685,0.068297,0.062296,0.043401,0.039988,0.028990,0.035865,0.029534,0.094563,0.078327,0.072781,0.069867,0.063134,0.076477,0.092348,0.074505,0.074414,0.060083,0.054594,0.064337,0.052277,0.048434,0.058185,0.047119,0.043030,0.044165,0.042069,0.048264,0.061069,0.044077,0.071575,0.075942,0.051065,0.081253,0.067309,0.061373,0.067186,0.039218,0.032686,0.029552,0.047512,0.074274,0.051626,0.045812,0.048290,0.035008,0.036562,0.049638,0.038616,0.059504,0.073099,0.037295,0.054023,0.032573,0.054344,0.044848,0.042735,0.050036,0.053510,0.040648,0.048552,0.061208,0.053059,0.046924,0.041994,1.000000,0.056463,0.046939,0.051329
store.manager_staff_id,0.042248,0.031052,0.027405,0.032749,0.053194,0.038030,0.055882,0.037868,0.042494,0.048136,0.055343,0.037344,0.069114,0.063042,0.043920,0.043053,0.031213,0.038615,0.031798,0.101812,0.084332,0.078361,0.075223,0.067974,0.082340,0.099427,0.080216,0.080119,0.049102,0.044616,0.052579,0.042723,0.039582,0.049886,0.044674,0.041460,0.041052,0.036663,0.044031,0.049908,0.042785,0.072432,0.076851,0.051676,0.078873,0.065337,0.059575,0.065218,0.038716,0.033656,0.030073,0.051154,0.079967,0.055584,0.049324,0.051992,0.037691,0.039364,0.053443,0.037891,0.057761,0.078702,0.037842,0.058164,0.034549,0.058510,0.048286,0.046011,0.053871,0.057612,0.043764,0.052273,0.065900,0.057126,0.050521,0.045213,0.056463,1.000000,0.050538,0.055264
store.address_id,0.038053,0.025815,0.022783,0.027225,0.044222,0.031616,0.046457,0.031481,0.035327,0.040017,0.046009,0.031045,0.068891,0.062838,0.043778,0.035791,0.025948,0.032102,0.026435,0.084639,0.070107,0.065144,0.062535,0.056509,0.068452,0.082657,0.066686,0.066605,0.043897,0.035698,0.047203,0.036162,0.037806,0.049724,0.037139,0.034467,0.033741,0.031655,0.043889,0.039932,0.032851,0.072198,0.076603,0.051509,0.060560,0.050167,0.045743,0.050076,0.038591,0.029606,0.025001,0.042526,0.066479,0.046208,0.041004,0.043222,0.031334,0.032725,0.044429,0.031500,0.044350,0.065428,0.031459,0.048353,0.028721,0.048641,0.040142,0.038251,0.044785,0.047895,0.036382,0.043457,0.054785,0.047491,0.042000,0.037587,0.046939,0.050538,1.000000,0.045942
store.last_update,0.040295,0.028229,0.024913,0.038695,0.048357,0.034572,0.050801,0.034425,0.038630,0.043760,0.050311,0.033948,0.038160,0.036459,0.035624,0.039138,0.028375,0.035104,0.028907,0.092555,0.076664,0.071236,0.068383,0.061793,0.074853,0.090386,0.072922,0.072834,0.056741,0.041194,0.052782,0.048583,0.043747,0.048971,0.050063,0.038319,0.048537,0.043348,0.039545,0.053666,0.050587,0.047491,0.043817,0.042868,0.093255,0.077251,0.070438,0.077110,0.035032,0.030595,0.032216,0.046503,0.072696,0.050530,0.044839,0.047264,0.034264,0.035785,0.048584,0.034446,0.068293,0.071546,0.034526,0.052875,0.037385,0.053190,0.043896,0.041828,0.048973,0.052373,0.039784,0.047520,0.059908,0.051932,0.045927,0.041102,0.051329,0.055264,0.045942,1.000000
