,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address_id,address.address,address.address2,address.district,address.city_id,address.postal_code,address.phone,address.last_update,category.category_id,category.name,category.last_update,city.city_id,city.city,city.country_id,city.last_update,customer.customer_id,customer.store_id,customer.first_name,customer.last_name,customer.email,customer.address_id,customer.active,customer.create_date,customer.last_update,film.film_id,film.title,film.description,film.release_year,film.language_id,film.original_language_id,film.rental_duration,film.rental_rate,film.length,film.replacement_cost,film.rating,film.special_features,film.last_update,film_category.film_id,film_category.category_id,film_category.last_update,inventory.inventory_id,inventory.film_id,inventory.store_id,inventory.last_update,language.language_id,language.name,language.last_update,payment.payment_id,payment.customer_id,payment.staff_id,payment.rental_id,payment.amount,payment.payment_date,payment.last_update,rental.rental_id,rental.rental_date,rental.inventory_id,rental.customer_id,rental.return_date,rental.staff_id,rental.last_update,staff.staff_id,staff.first_name,staff.last_name,staff.address_id,staff.picture,staff.email,staff.store_id,staff.active,staff.username,staff.password,staff.last_update,store.store_id,store.manager_staff_id,store.address_id,store.last_update
rental.last_update,0.181818,0.363636,0.636364,1.000000,0.090909,0.090909,0.090909,0.272727,0.181818,0.272727,0.181818,1.000000,0.090909,0.181818,1.000000,0.181818,0.090909,0.000000,1.000000,0.181818,0.181818,0.363636,0.636364,0.090909,0.090909,0.272727,0.363636,1.000000,0.181818,0.181818,0.181818,0.250000,0.181818,0.150000,0.266667,0.363636,0.181818,0.187500,0.181818,0.187500,1.000000,0.181818,0.090909,1.000000,0.000000,0.181818,0.181818,1.000000,0.181818,0.181818,1.000000,0.090909,0.181818,0.181818,0.090909,0.272727,0.416667,1.000000,0.090909,0.454545,0.000000,0.181818,0.363636,0.181818,1.000000,0.181818,0.363636,0.636364,0.090909,0.272727,0.090909,0.181818,0.272727,0.272727,0.272727,1.000000,0.181818,0.125000,0.090909,1.000000
staff.staff_id,0.375000,0.100000,0.111111,0.181818,0.300000,0.000000,0.000000,0.000000,0.375000,0.363636,0.000000,0.181818,0.363636,0.125000,0.181818,0.375000,0.000000,0.300000,0.181818,0.454545,0.625000,0.100000,0.111111,0.250000,0.300000,0.125000,0.181818,0.181818,0.375000,0.125000,0.181818,0.166667,0.363636,0.200000,0.200000,0.181818,0.000000,0.125000,0.125000,0.187500,0.181818,0.375000,0.363636,0.181818,0.333333,0.375000,0.625000,0.181818,0.363636,0.125000,0.181818,0.300000,0.454545,1.000000,0.444444,0.125000,0.083333,0.181818,0.444444,0.181818,0.333333,0.454545,0.181818,1.000000,0.181818,1.000000,0.100000,0.111111,0.300000,0.000000,0.250000,0.625000,0.125000,0.000000,0.125000,0.181818,0.625000,0.500000,0.300000,0.181818
staff.first_name,0.100000,1.000000,0.700000,0.363636,0.100000,0.000000,0.000000,0.300000,0.200000,0.272727,0.200000,0.363636,0.000000,0.400000,0.363636,0.200000,0.200000,0.100000,0.363636,0.090909,0.100000,1.000000,0.700000,0.100000,0.100000,0.200000,0.363636,0.363636,0.300000,0.300000,0.000000,0.166667,0.000000,0.250000,0.133333,0.272727,0.100000,0.125000,0.300000,0.187500,0.363636,0.300000,0.000000,0.363636,0.083333,0.300000,0.100000,0.363636,0.000000,0.400000,0.363636,0.000000,0.090909,0.100000,0.100000,0.100000,0.333333,0.363636,0.100000,0.272727,0.083333,0.090909,0.272727,0.100000,0.363636,0.100000,1.000000,0.700000,0.100000,0.300000,0.100000,0.100000,0.200000,0.500000,0.100000,0.363636,0.100000,0.187500,0.100000,0.363636
staff.last_name,0.222222,0.700000,1.000000,0.636364,0.000000,0.111111,0.111111,0.222222,0.111111,0.363636,0.222222,0.636364,0.090909,0.444444,0.636364,0.111111,0.111111,0.100000,0.636364,0.181818,0.111111,0.700000,1.000000,0.111111,0.000000,0.333333,0.363636,0.636364,0.111111,0.222222,0.090909,0.333333,0.272727,0.200000,0.200000,0.363636,0.222222,0.250000,0.333333,0.187500,0.636364,0.111111,0.090909,0.636364,0.083333,0.111111,0.111111,0.636364,0.272727,0.444444,0.636364,0.200000,0.181818,0.111111,0.111111,0.222222,0.416667,0.636364,0.111111,0.363636,0.083333,0.181818,0.272727,0.111111,0.636364,0.111111,0.700000,1.000000,0.000000,0.222222,0.111111,0.111111,0.333333,0.555556,0.222222,0.636364,0.111111,0.187500,0.000000,0.636364
staff.address_id,0.400000,0.100000,0.000000,0.090909,1.000000,0.700000,0.700000,0.200000,0.300000,0.090909,0.100000,0.090909,0.363636,0.100000,0.090909,0.300000,0.000000,0.300000,0.090909,0.272727,0.500000,0.100000,0.000000,0.200000,1.000000,0.100000,0.090909,0.090909,0.300000,0.100000,0.090909,0.166667,0.363636,0.200000,0.133333,0.000000,0.100000,0.187500,0.100000,0.125000,0.090909,0.300000,0.363636,0.090909,0.250000,0.300000,0.500000,0.090909,0.363636,0.100000,0.090909,0.400000,0.272727,0.300000,0.300000,0.100000,0.166667,0.090909,0.300000,0.000000,0.250000,0.272727,0.090909,0.300000,0.090909,0.300000,0.100000,0.000000,1.000000,0.000000,0.200000,0.500000,0.100000,0.100000,0.200000,0.090909,0.500000,0.375000,1.000000,0.090909
staff.picture,0.250000,0.300000,0.222222,0.272727,0.000000,0.000000,0.000000,0.250000,0.142857,0.272727,0.285714,0.272727,0.090909,0.142857,0.272727,0.142857,0.285714,0.100000,0.272727,0.181818,0.125000,0.300000,0.222222,0.000000,0.000000,0.428571,0.181818,0.272727,0.142857,0.428571,0.181818,0.083333,0.181818,0.150000,0.200000,0.272727,0.000000,0.187500,0.142857,0.375000,0.272727,0.142857,0.090909,0.272727,0.166667,0.142857,0.125000,0.272727,0.181818,0.142857,0.272727,0.200000,0.181818,0.000000,0.111111,0.142857,0.250000,0.272727,0.111111,0.181818,0.166667,0.181818,0.272727,0.000000,0.272727,0.000000,0.300000,0.222222,0.000000,1.000000,0.000000,0.125000,0.428571,0.125000,0.250000,0.272727,0.125000,0.062500,0.000000,0.272727
staff.email,0.125000,0.100000,0.111111,0.090909,0.200000,0.000000,0.000000,0.125000,0.142857,0.090909,0.000000,0.090909,0.181818,0.200000,0.090909,0.142857,0.000000,0.100000,0.090909,0.181818,0.125000,0.100000,0.111111,1.000000,0.200000,0.166667,0.181818,0.090909,0.285714,0.000000,0.181818,0.166667,0.181818,0.100000,0.200000,0.181818,0.166667,0.125000,0.166667,0.125000,0.090909,0.285714,0.181818,0.090909,0.166667,0.285714,0.125000,0.090909,0.181818,0.200000,0.090909,0.200000,0.181818,0.250000,0.333333,0.166667,0.166667,0.090909,0.333333,0.181818,0.166667,0.181818,0.181818,0.250000,0.090909,0.250000,0.100000,0.111111,0.200000,0.000000,1.000000,0.125000,0.166667,0.250000,0.000000,0.090909,0.125000,0.187500,0.200000,0.090909
staff.store_id,0.625000,0.100000,0.111111,0.181818,0.500000,0.250000,0.250000,0.125000,0.375000,0.272727,0.250000,0.181818,0.545455,0.125000,0.181818,0.375000,0.000000,0.400000,0.181818,0.636364,1.000000,0.100000,0.111111,0.125000,0.500000,0.125000,0.181818,0.181818,0.375000,0.125000,0.181818,0.166667,0.363636,0.200000,0.200000,0.090909,0.000000,0.125000,0.125000,0.125000,0.181818,0.375000,0.545455,0.181818,0.500000,0.375000,1.000000,0.181818,0.363636,0.125000,0.181818,0.400000,0.636364,0.625000,0.333333,0.125000,0.166667,0.181818,0.333333,0.090909,0.500000,0.636364,0.272727,0.625000,0.181818,0.625000,0.100000,0.111111,0.500000,0.125000,0.125000,1.000000,0.125000,0.125000,0.125000,0.181818,1.000000,0.312500,0.500000,0.181818
staff.active,0.375000,0.200000,0.333333,0.272727,0.100000,0.142857,0.125000,0.250000,0.142857,0.181818,0.166667,0.272727,0.090909,0.166667,0.272727,0.142857,0.333333,0.100000,0.272727,0.181818,0.125000,0.200000,0.333333,0.166667,0.100000,1.000000,0.181818,0.272727,0.000000,0.333333,0.272727,0.166667,0.181818,0.100000,0.200000,0.181818,0.000000,0.187500,0.333333,0.187500,0.272727,0.000000,0.090909,0.272727,0.083333,0.000000,0.125000,0.272727,0.181818,0.166667,0.272727,0.200000,0.181818,0.125000,0.111111,0.166667,0.250000,0.272727,0.111111,0.181818,0.083333,0.181818,0.181818,0.125000,0.272727,0.125000,0.200000,0.333333,0.100000,0.428571,0.166667,0.125000,1.000000,0.125000,0.125000,0.272727,0.125000,0.125000,0.100000,0.272727
staff.username,0.000000,0.500000,0.555556,0.272727,0.100000,0.125000,0.125000,0.125000,0.000000,0.181818,0.250000,0.272727,0.181818,0.500000,0.272727,0.000000,0.000000,0.200000,0.272727,0.272727,0.125000,0.500000,0.555556,0.250000,0.100000,0.125000,0.272727,0.272727,0.000000,0.125000,0.181818,0.166667,0.181818,0.150000,0.066667,0.181818,0.250000,0.187500,0.125000,0.187500,0.272727,0.000000,0.181818,0.272727,0.166667,0.000000,0.125000,0.272727,0.181818,0.500000,0.272727,0.100000,0.272727,0.000000,0.111111,0.125000,0.250000,0.272727,0.111111,0.181818,0.166667,0.272727,0.363636,0.000000,0.272727,0.000000,0.500000,0.555556,0.100000,0.125000,0.250000,0.125000,0.125000,1.000000,0.000000,0.272727,0.125000,0.187500,0.100000,0.272727
staff.password,0.250000,0.100000,0.222222,0.272727,0.200000,0.125000,0.000000,0.125000,0.125000,0.272727,0.250000,0.272727,0.363636,0.125000,0.272727,0.125000,0.000000,0.100000,0.272727,0.272727,0.125000,0.100000,0.222222,0.000000,0.200000,0.125000,0.090909,0.272727,0.125000,0.000000,0.090909,0.166667,0.181818,0.100000,0.133333,0.090909,0.000000,0.187500,0.125000,0.187500,0.272727,0.125000,0.363636,0.272727,0.250000,0.125000,0.125000,0.272727,0.181818,0.125000,0.272727,0.300000,0.272727,0.125000,0.111111,0.125000,0.250000,0.272727,0.111111,0.090909,0.250000,0.272727,0.090909,0.125000,0.272727,0.125000,0.100000,0.222222,0.200000,0.250000,0.000000,0.125000,0.125000,0.000000,1.000000,0.272727,0.125000,0.187500,0.200000,0.272727
staff.last_update,0.181818,0.363636,0.636364,1.000000,0.090909,0.090909,0.090909,0.272727,0.181818,0.272727,0.181818,1.000000,0.090909,0.181818,1.000000,0.181818,0.090909,0.000000,1.000000,0.181818,0.181818,0.363636,0.636364,0.090909,0.090909,0.272727,0.363636,1.000000,0.181818,0.181818,0.181818,0.250000,0.181818,0.150000,0.266667,0.363636,0.181818,0.187500,0.181818,0.187500,1.000000,0.181818,0.090909,1.000000,0.000000,0.181818,0.181818,1.000000,0.181818,0.181818,1.000000,0.090909,0.181818,0.181818,0.090909,0.272727,0.416667,1.000000,0.090909,0.454545,0.000000,0.181818,0.363636,0.181818,1.000000,0.181818,0.363636,0.636364,0.090909,0.272727,0.090909,0.181818,0.272727,0.272727,0.272727,1.000000,0.181818,0.125000,0.090909,1.000000
store.store_id,0.625000,0.100000,0.111111,0.181818,0.500000,0.250000,0.250000,0.125000,0.375000,0.272727,0.250000,0.181818,0.545455,0.125000,0.181818,0.375000,0.000000,0.400000,0.181818,0.636364,1.000000,0.100000,0.111111,0.125000,0.500000,0.125000,0.181818,0.181818,0.375000,0.125000,0.181818,0.166667,0.363636,0.200000,0.200000,0.090909,0.000000,0.125000,0.125000,0.125000,0.181818,0.375000,0.545455,0.181818,0.500000,0.375000,1.000000,0.181818,0.363636,0.125000,0.181818,0.400000,0.636364,0.625000,0.333333,0.125000,0.166667,0.181818,0.333333,0.090909,0.500000,0.636364,0.272727,0.625000,0.181818,0.625000,0.100000,0.111111,0.500000,0.125000,0.125000,1.000000,0.125000,0.125000,0.125000,0.181818,1.000000,0.312500,0.500000,0.181818
store.manager_staff_id,0.312500,0.187500,0.187500,0.125000,0.375000,0.187500,0.187500,0.125000,0.250000,0.187500,0.062500,0.125000,0.375000,0.187500,0.125000,0.250000,0.062500,0.250000,0.125000,0.250000,0.312500,0.187500,0.187500,0.187500,0.375000,0.125000,0.250000,0.125000,0.187500,0.062500,0.125000,0.187500,0.437500,0.300000,0.125000,0.187500,0.187500,0.125000,0.125000,0.125000,0.125000,0.187500,0.375000,0.125000,0.375000,0.187500,0.312500,0.125000,0.437500,0.187500,0.125000,0.375000,0.250000,0.500000,0.375000,0.125000,0.187500,0.125000,0.375000,0.187500,0.375000,0.250000,0.125000,0.500000,0.125000,0.500000,0.187500,0.187500,0.375000,0.062500,0.187500,0.312500,0.125000,0.187500,0.187500,0.125000,0.312500,1.000000,0.375000,0.125000
store.address_id,0.400000,0.100000,0.000000,0.090909,1.000000,0.700000,0.700000,0.200000,0.300000,0.090909,0.100000,0.090909,0.363636,0.100000,0.090909,0.300000,0.000000,0.300000,0.090909,0.272727,0.500000,0.100000,0.000000,0.200000,1.000000,0.100000,0.090909,0.090909,0.300000,0.100000,0.090909,0.166667,0.363636,0.200000,0.133333,0.000000,0.100000,0.187500,0.100000,0.125000,0.090909,0.300000,0.363636,0.090909,0.250000,0.300000,0.500000,0.090909,0.363636,0.100000,0.090909,0.400000,0.272727,0.300000,0.300000,0.100000,0.166667,0.090909,0.300000,0.000000,0.250000,0.272727,0.090909,0.300000,0.090909,0.300000,0.100000,0.000000,1.000000,0.000000,0.200000,0.500000,0.100000,0.100000,0.200000,0.090909,0.500000,0.375000,1.000000,0.090909
store.last_update,0.181818,0.363636,0.636364,1.000000,0.090909,0.090909,0.090909,0.272727,0.181818,0.272727,0.181818,1.000000,0.090909,0.181818,1.000000,0.181818,0.090909,0.000000,1.000000,0.181818,0.181818,0.363636,0.636364,0.090909,0.090909,0.272727,0.363636,1.000000,0.181818,0.181818,0.181818,0.250000,0.181818,0.150000,0.266667,0.363636,0.181818,0.187500,0.181818,0.187500,1.000000,0.181818,0.090909,1.000000,0.000000,0.181818,0.181818,1.000000,0.181818,0.181818,1.000000,0.090909,0.181818,0.181818,0.090909,0.272727,0.416667,1.000000,0.090909,0.454545,0.000000,0.181818,0.363636,0.181818,1.000000,0.181818,0.363636,0.636364,0.090909,0.272727,0.090909,0.181818,0.272727,0.272727,0.272727,1.000000,0.181818,0.125000,0.090909,1.000000
