,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address,address.address2,address.address_id,address.city_id,address.district,address.last_update,address.phone,address.postal_code,category.category_id,category.last_update,category.name,city.city,city.city_id,city.country_id,city.last_update,customer.active,customer.address_id,customer.create_date,customer.customer_id,customer.email,customer.first_name,customer.last_name,customer.last_update,customer.store_id,film.description,film.film_id,film.language_id,film.last_update,film.length,film.original_language_id,film.rating,film.release_year,film.rental_duration,film.rental_rate,film.replacement_cost,film.special_features,film.title,film_category.category_id,film_category.film_id,film_category.last_update,inventory.film_id,inventory.inventory_id,inventory.last_update,inventory.store_id,language.language_id,language.last_update,language.name,payment.amount,payment.customer_id,payment.last_update,payment.payment_date,payment.payment_id,payment.rental_id,payment.staff_id,rental.customer_id,rental.inventory_id,rental.last_update,rental.rental_date,rental.rental_id,rental.return_date,rental.staff_id,staff.active,staff.address_id,staff.email,staff.first_name,staff.last_name,staff.last_update,staff.password,staff.picture,staff.staff_id,staff.store_id,staff.username,store.address_id,store.last_update,store.manager_staff_id,store.store_id
rental.staff_id,0.514902,0.291447,0.299330,0.357333,0.217189,0.210538,0.458652,0.514103,0.216480,0.352975,0.092135,0.506416,0.506379,0.357333,0.312301,0.209734,0.514902,0.458077,0.357333,0.333672,0.458799,0.376305,0.574561,0.404483,0.292335,0.301762,0.357333,0.718750,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.377308,0.328043,0.344343,0.310898,0.508077,0.514902,0.357333,0.514902,0.483652,0.357333,0.718750,0.506379,0.357333,0.311693,0.324452,0.574561,0.352931,0.279067,0.458652,0.564830,1.000000,0.576367,0.484466,0.376305,0.352931,0.566985,0.352931,1.000000,0.314701,0.470881,0.427451,0.315853,0.324190,0.357333,0.314742,0.147979,1.000000,0.718750,0.240853,0.475000,0.357333,0.625000,0.718750
staff.active,0.489166,0.351153,0.450696,0.454526,0.309013,0.294034,0.282916,0.314260,0.388683,0.409968,0.197973,0.344316,0.276098,0.454526,0.328252,0.444427,0.315059,0.279028,0.454526,0.978860,0.279750,0.365204,0.344280,0.326632,0.352038,0.453132,0.454526,0.314701,0.393643,0.207916,0.386363,0.454526,0.208804,0.275284,0.452082,0.343197,0.356497,0.351572,0.345869,0.329017,0.451835,0.274483,0.207916,0.454526,0.207916,0.270416,0.454526,0.314701,0.344280,0.454526,0.329091,0.329966,0.344280,0.410012,0.392967,0.357916,0.289094,0.314701,0.345132,0.271229,0.433386,0.341830,0.291250,0.341830,0.314701,1.000000,0.291832,0.353831,0.377929,0.477925,0.454526,0.343709,0.494579,0.314701,0.314701,0.321679,0.295951,0.454526,0.314701,0.314701
staff.address_id,0.529534,0.287328,0.211878,0.285033,0.738071,0.731419,0.979534,0.453735,0.362362,0.280675,0.163016,0.297752,0.502261,0.285033,0.289432,0.205615,0.454534,0.461080,0.285033,0.310803,0.985358,0.304004,0.434079,0.362864,0.288216,0.214310,0.285033,0.620881,0.268662,0.454534,0.489559,0.285033,0.306304,0.356419,0.288253,0.367457,0.333611,0.236825,0.375489,0.293350,0.288029,0.506534,0.454534,0.285033,0.454534,0.417034,0.285033,0.620881,0.502261,0.285033,0.288825,0.301583,0.434079,0.280630,0.337449,0.529534,0.452378,0.470881,0.435885,0.417847,0.304004,0.212449,0.454534,0.280630,0.470881,0.291832,1.000000,0.385832,0.311734,0.236738,0.285033,0.366873,0.143860,0.470881,0.620881,0.311734,0.995881,0.285033,0.527131,0.620881
staff.email,0.320666,0.297274,0.305156,0.297032,0.223016,0.210375,0.376916,0.333260,0.316057,0.294773,0.091972,0.295134,0.363280,0.297032,0.374377,0.215560,0.334059,0.298028,0.297032,0.374972,0.373749,0.386354,0.363280,0.972800,0.298161,0.307589,0.297032,0.333701,0.346630,0.441202,0.365195,0.297032,0.352804,0.285375,0.348198,0.353289,0.375497,0.370571,0.317994,0.303292,0.222975,0.361664,0.441202,0.297032,0.441202,0.351916,0.297032,0.333701,0.363280,0.297032,0.375215,0.348966,0.363280,0.294798,0.351617,0.376916,0.474760,0.427451,0.364132,0.352730,0.318172,0.362980,0.476916,0.362980,0.427451,0.353831,0.385832,1.000000,0.324046,0.332384,0.297032,0.228847,0.152038,0.427451,0.333701,0.436546,0.389951,0.297032,0.380576,0.333701
staff.first_name,0.302818,0.973223,0.747767,0.500642,0.223941,0.211277,0.302818,0.377019,0.448254,0.498364,0.242874,0.432400,0.227818,0.500642,0.525323,0.366499,0.377818,0.298930,0.500642,0.399069,0.299651,0.521783,0.296000,0.298702,0.974109,0.750204,0.500642,0.315853,0.211169,0.452818,0.227929,0.500642,0.303705,0.398777,0.449151,0.354191,0.326399,0.439655,0.318896,0.351088,0.448906,0.226203,0.452818,0.500642,0.452818,0.290318,0.500642,0.315853,0.227818,0.500642,0.526161,0.299868,0.296000,0.498409,0.475682,0.227818,0.300662,0.315853,0.296852,0.291131,0.521783,0.430227,0.302818,0.430227,0.315853,0.377929,0.311734,0.324046,1.000000,0.774996,0.500642,0.302893,0.376085,0.315853,0.315853,0.625000,0.315853,0.500642,0.381478,0.315853
staff.last_name,0.394489,0.748223,0.972770,0.705193,0.307279,0.294615,0.227822,0.310356,0.389922,0.702915,0.259545,0.500586,0.296004,0.705193,0.558659,0.299834,0.311156,0.298934,0.705193,0.499065,0.224656,0.521787,0.364186,0.307040,0.749110,0.975205,0.705193,0.324190,0.279355,0.311156,0.432470,0.705193,0.395376,0.361281,0.474147,0.479195,0.376403,0.507841,0.412650,0.351092,0.390577,0.294389,0.311156,0.705193,0.311156,0.290322,0.705193,0.324190,0.432368,0.705193,0.559498,0.391539,0.364186,0.702959,0.538186,0.377822,0.309000,0.324190,0.365038,0.291135,0.726333,0.498413,0.311156,0.430231,0.324190,0.477925,0.236738,0.332384,0.774996,1.000000,0.705193,0.394564,0.317755,0.324190,0.324190,0.666663,0.240857,0.705193,0.381482,0.324190
staff.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
staff.password,0.395458,0.276120,0.367336,0.454523,0.295613,0.200325,0.357958,0.300909,0.294904,0.410009,0.260514,0.412539,0.480685,0.454523,0.296974,0.194407,0.301708,0.279069,0.454523,0.322568,0.354791,0.297019,0.412503,0.201656,0.277008,0.369769,0.454523,0.314742,0.257321,0.301708,0.386322,0.454523,0.208845,0.275325,0.295795,0.343239,0.306538,0.283431,0.345910,0.329017,0.201821,0.479069,0.301708,0.454523,0.301708,0.395458,0.454523,0.314742,0.344321,0.454523,0.297812,0.298757,0.412503,0.410009,0.392963,0.432958,0.289135,0.314742,0.413355,0.396271,0.433383,0.273645,0.291291,0.273645,0.314742,0.343709,0.366873,0.228847,0.302893,0.394564,0.454523,1.000000,0.360692,0.314742,0.314742,0.227893,0.370992,0.454523,0.361617,0.314742
staff.picture,0.322444,0.349312,0.290528,0.377715,0.125055,0.127311,0.134944,0.241288,0.311846,0.333245,0.214286,0.339526,0.203126,0.377715,0.233559,0.331884,0.242087,0.206056,0.377715,0.473438,0.131777,0.288392,0.271308,0.124848,0.350200,0.292961,0.377715,0.241729,0.248827,0.242087,0.309514,0.377715,0.135831,0.239811,0.232379,0.207725,0.283525,0.346781,0.272896,0.392833,0.446441,0.201510,0.242087,0.377715,0.242087,0.259944,0.377715,0.241729,0.271308,0.377715,0.234396,0.239137,0.271308,0.333200,0.316155,0.284944,0.216122,0.147979,0.272159,0.260758,0.356574,0.265019,0.218277,0.333200,0.147979,0.494579,0.143860,0.152038,0.376085,0.317755,0.377715,0.360692,1.000000,0.147979,0.241729,0.244835,0.147979,0.377715,0.194854,0.241729
staff.staff_id,0.514902,0.291447,0.299330,0.357333,0.217189,0.210538,0.458652,0.514103,0.216480,0.352975,0.092135,0.506416,0.506379,0.357333,0.312301,0.209734,0.514902,0.458077,0.357333,0.333672,0.458799,0.376305,0.574561,0.404483,0.292335,0.301762,0.357333,0.718750,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.377308,0.328043,0.344343,0.310898,0.508077,0.514902,0.357333,0.514902,0.483652,0.357333,0.718750,0.506379,0.357333,0.311693,0.324452,0.574561,0.352931,0.279067,0.458652,0.564830,1.000000,0.576367,0.484466,0.376305,0.352931,0.566985,0.352931,1.000000,0.314701,0.470881,0.427451,0.315853,0.324190,0.357333,0.314742,0.147979,1.000000,0.718750,0.240853,0.475000,0.357333,0.625000,0.718750
staff.store_id,0.702402,0.291447,0.299330,0.357333,0.404689,0.398038,0.608652,0.514103,0.310230,0.352975,0.279635,0.438234,0.642744,0.357333,0.312301,0.209734,0.514902,0.533077,0.357333,0.333672,0.608799,0.376305,0.710925,0.310733,0.292335,0.301762,0.357333,1.000000,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.309126,0.328043,0.297468,0.310898,0.644441,0.514902,0.357333,0.514902,0.608652,0.357333,1.000000,0.506379,0.357333,0.311693,0.324452,0.710925,0.352931,0.341567,0.533652,0.481496,0.718750,0.712732,0.609466,0.376305,0.284749,0.483652,0.421112,0.718750,0.314701,0.620881,0.333701,0.315853,0.324190,0.357333,0.314742,0.241729,0.718750,1.000000,0.334603,0.625000,0.357333,0.484375,1.000000
staff.username,0.227818,0.598223,0.639434,0.432461,0.317691,0.305027,0.302818,0.227019,0.317004,0.430183,0.280374,0.364218,0.364182,0.432461,0.600323,0.216499,0.227818,0.373930,0.432461,0.342819,0.299651,0.453601,0.432363,0.411202,0.599109,0.641871,0.432461,0.334603,0.347532,0.227818,0.364293,0.432461,0.416205,0.323777,0.317901,0.354191,0.276399,0.371473,0.365771,0.351088,0.317656,0.362566,0.227818,0.432461,0.227818,0.352818,0.432461,0.334603,0.364182,0.432461,0.601161,0.318618,0.432363,0.430227,0.413182,0.302818,0.308996,0.240853,0.433215,0.353632,0.453601,0.362045,0.311151,0.498409,0.240853,0.321679,0.311734,0.436546,0.625000,0.666663,0.432461,0.227893,0.244835,0.240853,0.334603,1.000000,0.315853,0.432461,0.381478,0.334603
store.address_id,0.533652,0.291447,0.215996,0.289152,0.742189,0.735538,0.983652,0.457853,0.366480,0.284793,0.167135,0.301870,0.506379,0.289152,0.293551,0.209734,0.458652,0.458077,0.289152,0.314922,0.983799,0.308123,0.438198,0.366983,0.292335,0.218429,0.289152,0.625000,0.272780,0.458652,0.493678,0.289152,0.310423,0.360538,0.292371,0.363338,0.335546,0.240944,0.374918,0.297468,0.292148,0.508077,0.458652,0.289152,0.458652,0.421152,0.289152,0.625000,0.506379,0.289152,0.292943,0.305702,0.438198,0.284749,0.341567,0.533652,0.456497,0.475000,0.440004,0.421966,0.308123,0.216567,0.458652,0.284749,0.475000,0.295951,0.995881,0.389951,0.315853,0.240857,0.289152,0.370992,0.147979,0.475000,0.625000,0.315853,1.000000,0.289152,0.531250,0.625000
store.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
store.manager_staff_id,0.468027,0.357072,0.356621,0.314720,0.357814,0.351163,0.514902,0.420353,0.310230,0.310362,0.139010,0.374314,0.514902,0.314720,0.359176,0.256609,0.421152,0.420577,0.314720,0.333672,0.515049,0.427441,0.421152,0.357608,0.357960,0.359054,0.314720,0.484375,0.298349,0.374277,0.549076,0.314720,0.376048,0.435538,0.311121,0.378963,0.329296,0.381569,0.328043,0.297468,0.264023,0.516600,0.374277,0.314720,0.374277,0.514902,0.314720,0.484375,0.561777,0.314720,0.358568,0.324452,0.421152,0.310317,0.357192,0.514902,0.512747,0.625000,0.422959,0.515716,0.333691,0.357192,0.514902,0.310317,0.625000,0.314701,0.527131,0.380576,0.381478,0.381482,0.314720,0.361617,0.194854,0.625000,0.484375,0.381478,0.531250,0.314720,1.000000,0.484375
store.store_id,0.702402,0.291447,0.299330,0.357333,0.404689,0.398038,0.608652,0.514103,0.310230,0.352975,0.279635,0.438234,0.642744,0.357333,0.312301,0.209734,0.514902,0.533077,0.357333,0.333672,0.608799,0.376305,0.710925,0.310733,0.292335,0.301762,0.357333,1.000000,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.309126,0.328043,0.297468,0.310898,0.644441,0.514902,0.357333,0.514902,0.608652,0.357333,1.000000,0.506379,0.357333,0.311693,0.324452,0.710925,0.352931,0.341567,0.533652,0.481496,0.718750,0.712732,0.609466,0.376305,0.284749,0.483652,0.421112,0.718750,0.314701,0.620881,0.333701,0.315853,0.324190,0.357333,0.314742,0.241729,0.718750,1.000000,0.334603,0.625000,0.357333,0.484375,1.000000
